	HAU.prot	JGIv1.prot	JGIv2.prot	Total
OG0034547	1	1	0	2
OG0034548	1	0	1	2
OG0034549	1	0	1	2
OG0034550	1	0	1	2
OG0034551	1	1	0	2
OG0034552	1	0	1	2
OG0034553	1	0	1	2
OG0034554	1	1	0	2
OG0034555	1	0	1	2
OG0034556	1	0	1	2
OG0034557	1	0	1	2
OG0034558	1	0	1	2
OG0034559	1	1	0	2
OG0034560	1	0	1	2
OG0034561	1	0	1	2
OG0034562	1	1	0	2
OG0034563	1	0	1	2
OG0034564	1	0	1	2
OG0034565	1	1	0	2
OG0034566	1	1	0	2
OG0034567	1	0	1	2
OG0034568	1	1	0	2
OG0034569	1	1	0	2
OG0034570	1	0	1	2
OG0034571	1	1	0	2
OG0034572	1	1	0	2
OG0034573	1	0	1	2
OG0034574	1	0	1	2
OG0034575	1	0	1	2
OG0034576	1	1	0	2
OG0034577	1	1	0	2
OG0034578	1	1	0	2
OG0034579	1	1	0	2
OG0034580	1	0	1	2
OG0034581	1	0	1	2
OG0034582	1	0	1	2
OG0034583	1	0	1	2
OG0034584	1	0	1	2
OG0034585	1	0	1	2
OG0034586	1	0	1	2
OG0034587	1	0	1	2
OG0034588	1	0	1	2
OG0034589	1	0	1	2
OG0034590	1	0	1	2
OG0034591	1	0	1	2
OG0034592	1	0	1	2
OG0034593	1	0	1	2
OG0034594	1	1	0	2
OG0034595	1	0	1	2
OG0034596	1	1	0	2
OG0034597	1	0	1	2
OG0034598	1	0	1	2
OG0034599	1	0	1	2
OG0034600	1	0	1	2
OG0034601	1	0	1	2
OG0034602	1	0	1	2
OG0034603	1	0	1	2
OG0034604	1	0	1	2
OG0034605	1	1	0	2
OG0034606	1	1	0	2
OG0034607	1	0	1	2
OG0034608	1	1	0	2
OG0034609	1	1	0	2
OG0034610	1	1	0	2
OG0034611	1	1	0	2
OG0034612	1	0	1	2
OG0034613	1	1	0	2
OG0034614	1	0	1	2
OG0034615	1	0	1	2
OG0034616	1	1	0	2
OG0034617	1	0	1	2
OG0034618	1	0	1	2
OG0034619	1	0	1	2
OG0034620	1	1	0	2
OG0034621	1	1	0	2
OG0034622	1	0	1	2
OG0034623	1	0	1	2
OG0034624	1	0	1	2
OG0034625	1	0	1	2
OG0034626	1	1	0	2
OG0034627	1	1	0	2
OG0034628	1	0	1	2
OG0034629	1	0	1	2
OG0034630	1	0	1	2
OG0034631	1	1	0	2
OG0034632	1	1	0	2
OG0034633	1	1	0	2
OG0034634	1	1	0	2
OG0034635	1	1	0	2
OG0034636	1	0	1	2
OG0034637	1	0	1	2
OG0034638	1	0	1	2
OG0034639	1	0	1	2
OG0034640	1	1	0	2
OG0034641	1	0	1	2
OG0034642	1	1	0	2
OG0034643	1	0	1	2
OG0034644	1	0	1	2
OG0034645	1	0	1	2
OG0034646	1	0	1	2
OG0034647	1	0	1	2
OG0034648	1	1	0	2
OG0034649	1	0	1	2
OG0034650	1	1	0	2
OG0034651	1	1	0	2
OG0034652	1	1	0	2
OG0034653	1	0	1	2
OG0034654	1	0	1	2
OG0034655	1	1	0	2
OG0034656	1	0	1	2
OG0034657	1	0	1	2
OG0034658	1	0	1	2
OG0034659	1	1	0	2
OG0034660	1	1	0	2
OG0034661	1	0	1	2
OG0034662	1	1	0	2
OG0034663	1	1	0	2
OG0034664	1	0	1	2
OG0034665	1	0	1	2
OG0034666	1	1	0	2
OG0034667	1	1	0	2
OG0034668	1	1	0	2
OG0034669	1	0	1	2
OG0034670	1	0	1	2
OG0034671	1	1	0	2
OG0034672	1	1	0	2
OG0034673	1	1	0	2
OG0034674	1	1	0	2
OG0034675	1	0	1	2
OG0034676	1	1	0	2
OG0034677	1	0	1	2
OG0034678	1	0	1	2
OG0034679	1	0	1	2
OG0034680	1	0	1	2
OG0034681	1	1	0	2
OG0034682	1	1	0	2
OG0034683	1	0	1	2
OG0034684	1	0	1	2
OG0034685	1	1	0	2
OG0034686	1	0	1	2
OG0034687	1	0	1	2
OG0034688	1	0	1	2
OG0034689	1	0	1	2
OG0034690	1	0	1	2
OG0034691	1	1	0	2
OG0034692	1	1	0	2
OG0034693	1	1	0	2
OG0034694	1	0	1	2
OG0034695	1	1	0	2
OG0034696	1	1	0	2
OG0034697	1	0	1	2
OG0034698	1	1	0	2
OG0034699	1	1	0	2
OG0034700	1	0	1	2
OG0034701	1	0	1	2
OG0034702	1	0	1	2
OG0034703	1	0	1	2
OG0034704	1	1	0	2
OG0034705	1	0	1	2
OG0034706	1	0	1	2
OG0034707	1	0	1	2
OG0034708	1	0	1	2
OG0034709	1	1	0	2
OG0034710	1	0	1	2
OG0034711	1	0	1	2
OG0034712	1	1	0	2
OG0034713	1	1	0	2
OG0034714	1	0	1	2
OG0034715	1	0	1	2
OG0034716	1	0	1	2
OG0034717	1	0	1	2
OG0034718	1	1	0	2
OG0034719	1	0	1	2
OG0034720	1	1	0	2
OG0034721	1	1	0	2
OG0034722	1	1	0	2
OG0034723	1	1	0	2
OG0034724	1	1	0	2
OG0034725	1	1	0	2
OG0034726	1	0	1	2
OG0034727	1	0	1	2
OG0034728	1	0	1	2
OG0034729	1	0	1	2
OG0034730	1	1	0	2
OG0034731	1	1	0	2
OG0034732	1	0	1	2
OG0034733	1	0	1	2
OG0034734	1	1	0	2
OG0034735	1	1	0	2
OG0034736	1	0	1	2
OG0034737	1	1	0	2
OG0034738	1	0	1	2
OG0034739	1	0	1	2
OG0034740	1	0	1	2
OG0034741	1	1	0	2
OG0034742	1	1	0	2
OG0034743	1	1	0	2
OG0034744	1	1	0	2
OG0034745	1	0	1	2
OG0034746	1	0	1	2
OG0034747	1	0	1	2
OG0034748	1	0	1	2
OG0034749	1	0	1	2
OG0034750	1	0	1	2
OG0034751	1	1	0	2
OG0034752	1	1	0	2
OG0034753	1	0	1	2
OG0034754	1	0	1	2
OG0034755	1	1	0	2
OG0034756	1	0	1	2
OG0034757	1	0	1	2
OG0034758	1	0	1	2
OG0034759	1	0	1	2
OG0034760	1	0	1	2
OG0034761	1	0	1	2
OG0034762	1	0	1	2
OG0034763	1	0	1	2
OG0034764	1	1	0	2
OG0034765	1	1	0	2
OG0034766	1	1	0	2
OG0034767	1	1	0	2
OG0034768	1	0	1	2
OG0034769	1	0	1	2
OG0034770	1	1	0	2
OG0034771	1	0	1	2
OG0034772	1	0	1	2
OG0034773	1	1	0	2
OG0034774	1	1	0	2
OG0034775	1	1	0	2
OG0034776	1	1	0	2
OG0034777	1	0	1	2
OG0034778	1	0	1	2
OG0034779	1	0	1	2
OG0034780	1	1	0	2
OG0034781	1	0	1	2
OG0034782	1	0	1	2
OG0034783	1	0	1	2
OG0034784	1	1	0	2
OG0034785	1	1	0	2
OG0034786	1	1	0	2
OG0034787	1	1	0	2
OG0034788	1	1	0	2
OG0034789	1	1	0	2
OG0034790	1	0	1	2
OG0034791	1	1	0	2
OG0034792	1	0	1	2
OG0034793	1	0	1	2
OG0034794	1	1	0	2
OG0034795	1	0	1	2
OG0034796	1	1	0	2
OG0034797	1	1	0	2
OG0034798	1	0	1	2
OG0034799	1	0	1	2
OG0034800	1	1	0	2
OG0034801	1	1	0	2
OG0034802	1	0	1	2
OG0034803	1	1	0	2
OG0034804	1	0	1	2
OG0034805	1	0	1	2
OG0034806	1	0	1	2
OG0034807	1	1	0	2
OG0034808	1	1	0	2
OG0034809	1	1	0	2
OG0034810	1	1	0	2
OG0034811	1	0	1	2
OG0034812	1	1	0	2
OG0034813	1	0	1	2
OG0034814	1	0	1	2
OG0034815	1	0	1	2
OG0034816	1	0	1	2
OG0034817	1	1	0	2
OG0034818	1	0	1	2
OG0034819	1	1	0	2
OG0034820	1	0	1	2
OG0034821	1	1	0	2
OG0034822	1	0	1	2
OG0034823	1	0	1	2
OG0034824	1	0	1	2
OG0034825	1	0	1	2
OG0034826	1	0	1	2
OG0034827	1	1	0	2
OG0034828	1	1	0	2
OG0034829	1	1	0	2
OG0034830	1	0	1	2
OG0034831	1	1	0	2
OG0034832	1	0	1	2
OG0034833	1	0	1	2
OG0034834	1	0	1	2
OG0034835	1	0	1	2
OG0034836	1	0	1	2
OG0034837	1	0	1	2
OG0034838	1	0	1	2
OG0034839	1	0	1	2
OG0034840	1	1	0	2
OG0034841	1	0	1	2
OG0034842	1	0	1	2
OG0034843	1	0	1	2
OG0034844	1	1	0	2
OG0034845	1	1	0	2
OG0034846	1	0	1	2
OG0034847	1	1	0	2
OG0034848	1	0	1	2
OG0034849	1	0	1	2
OG0034850	1	1	0	2
OG0034851	1	0	1	2
OG0034852	1	0	1	2
OG0034853	1	1	0	2
OG0034854	1	1	0	2
OG0034855	1	0	1	2
OG0034856	1	1	0	2
OG0034857	1	0	1	2
OG0034858	1	0	1	2
OG0034859	1	0	1	2
OG0034860	1	1	0	2
OG0034861	1	1	0	2
OG0034862	1	0	1	2
OG0034863	1	0	1	2
OG0034864	1	0	1	2
OG0034865	1	1	0	2
OG0034866	1	0	1	2
OG0034867	1	0	1	2
OG0034868	1	1	0	2
OG0034869	1	1	0	2
OG0034870	1	1	0	2
OG0034871	1	0	1	2
OG0034872	1	1	0	2
OG0034873	1	0	1	2
OG0034874	1	0	1	2
OG0034875	1	0	1	2
OG0034876	1	1	0	2
OG0034877	1	1	0	2
OG0034878	1	1	0	2
OG0034879	1	0	1	2
OG0034880	1	0	1	2
OG0034881	1	0	1	2
OG0034882	1	1	0	2
OG0034883	1	0	1	2
OG0034884	1	1	0	2
OG0034885	1	0	1	2
OG0034886	1	1	0	2
OG0034887	1	1	0	2
OG0034888	1	1	0	2
OG0034889	1	1	0	2
OG0034890	1	1	0	2
OG0034891	1	1	0	2
OG0034892	1	0	1	2
OG0034893	1	1	0	2
OG0034894	1	0	1	2
OG0034895	1	0	1	2
OG0034896	1	0	1	2
OG0034897	1	0	1	2
OG0034898	1	0	1	2
OG0034899	1	0	1	2
OG0034900	1	1	0	2
OG0034901	1	1	0	2
OG0034902	1	0	1	2
OG0034903	1	0	1	2
OG0034904	1	0	1	2
OG0034905	1	0	1	2
OG0034906	1	0	1	2
OG0034907	1	0	1	2
OG0034908	1	0	1	2
OG0034909	1	1	0	2
OG0034910	1	0	1	2
OG0034911	1	0	1	2
OG0034912	1	0	1	2
OG0034913	1	0	1	2
OG0034914	1	1	0	2
OG0034915	1	0	1	2
OG0034916	1	0	1	2
OG0034917	1	0	1	2
OG0034918	1	0	1	2
OG0034919	1	0	1	2
OG0034920	1	0	1	2
OG0034921	1	0	1	2
OG0034922	1	1	0	2
OG0034923	1	0	1	2
OG0034924	1	0	1	2
OG0034925	1	1	0	2
OG0034926	1	1	0	2
OG0034927	1	0	1	2
OG0034928	1	1	0	2
OG0034929	1	0	1	2
OG0034930	1	0	1	2
OG0034931	1	0	1	2
OG0034932	1	0	1	2
OG0034933	1	1	0	2
OG0034934	1	0	1	2
OG0034935	1	0	1	2
OG0034936	1	1	0	2
OG0034937	1	1	0	2
OG0034938	1	1	0	2
OG0034939	1	1	0	2
OG0034940	1	1	0	2
OG0034941	1	0	1	2
OG0034942	1	1	0	2
OG0034943	1	0	1	2
OG0034944	1	0	1	2
OG0034945	1	1	0	2
OG0034946	1	0	1	2
OG0034947	1	1	0	2
OG0034948	1	0	1	2
OG0034949	1	0	1	2
OG0034950	1	0	1	2
OG0034951	1	0	1	2
OG0034952	1	0	1	2
OG0034953	1	1	0	2
OG0034954	1	1	0	2
OG0034955	1	0	1	2
OG0034956	1	0	1	2
OG0034957	1	1	0	2
OG0034958	1	0	1	2
OG0034959	1	1	0	2
OG0034960	1	1	0	2
OG0034961	1	0	1	2
OG0034962	1	0	1	2
OG0034963	1	0	1	2
OG0034964	1	0	1	2
OG0034965	1	0	1	2
OG0034966	1	0	1	2
OG0034967	1	1	0	2
OG0034968	1	0	1	2
OG0034969	1	0	1	2
OG0034970	1	0	1	2
OG0034971	1	0	1	2
OG0034972	1	1	0	2
OG0034973	1	1	0	2
OG0034974	1	1	0	2
OG0034975	1	1	0	2
OG0034976	1	1	0	2
OG0034977	1	1	0	2
OG0034978	1	0	1	2
OG0034979	1	0	1	2
OG0034980	1	0	1	2
OG0034981	1	0	1	2
OG0034982	1	0	1	2
OG0034983	1	1	0	2
OG0034984	1	0	1	2
OG0034985	1	0	1	2
OG0034986	1	1	0	2
OG0034987	1	1	0	2
OG0034988	1	0	1	2
OG0034989	1	0	1	2
OG0034990	1	1	0	2
OG0034991	1	1	0	2
OG0034992	1	1	0	2
OG0034993	1	1	0	2
OG0034994	1	1	0	2
OG0034995	1	1	0	2
OG0034996	1	0	1	2
OG0034997	1	0	1	2
OG0034998	1	0	1	2
OG0034999	1	0	1	2
OG0035000	1	1	0	2
OG0035001	1	1	0	2
OG0035002	1	0	1	2
OG0035003	1	0	1	2
OG0035004	1	1	0	2
OG0035005	1	0	1	2
OG0035006	1	1	0	2
OG0035007	1	0	1	2
OG0035008	1	0	1	2
OG0035009	1	0	1	2
OG0035010	1	1	0	2
OG0035011	1	0	1	2
OG0035012	1	0	1	2
OG0035013	1	0	1	2
OG0035014	1	0	1	2
OG0035015	1	1	0	2
OG0035016	1	1	0	2
OG0035017	1	1	0	2
OG0035018	1	0	1	2
OG0035019	1	0	1	2
OG0035020	1	1	0	2
OG0035021	1	0	1	2
OG0035022	1	0	1	2
OG0035023	1	0	1	2
OG0035024	1	1	0	2
OG0035025	1	0	1	2
OG0035026	1	1	0	2
OG0035027	1	1	0	2
OG0035028	1	1	0	2
OG0035029	1	0	1	2
OG0035030	1	0	1	2
OG0035031	1	1	0	2
OG0035032	1	0	1	2
OG0035033	1	1	0	2
OG0035034	1	1	0	2
OG0035035	1	0	1	2
OG0035036	1	0	1	2
OG0035037	1	0	1	2
OG0035038	1	0	1	2
OG0035039	1	0	1	2
OG0035040	1	0	1	2
OG0035041	1	1	0	2
OG0035042	1	1	0	2
OG0035043	1	1	0	2
OG0035044	1	1	0	2
OG0035045	1	1	0	2
OG0035046	1	0	1	2
OG0035047	1	0	1	2
OG0035048	1	0	1	2
OG0035049	1	1	0	2
OG0035050	1	0	1	2
OG0035051	1	0	1	2
OG0035052	1	0	1	2
OG0035053	1	0	1	2
OG0035054	1	1	0	2
OG0035055	1	0	1	2
OG0035056	1	1	0	2
OG0035057	1	0	1	2
OG0035058	1	0	1	2
OG0035059	1	1	0	2
OG0035060	1	0	1	2
OG0035061	1	1	0	2
OG0035062	1	0	1	2
OG0035063	1	1	0	2
OG0035064	1	1	0	2
OG0035065	1	0	1	2
OG0035066	1	0	1	2
OG0035067	1	0	1	2
OG0035068	1	1	0	2
OG0035069	1	1	0	2
OG0035070	1	0	1	2
OG0035071	1	0	1	2
OG0035072	1	0	1	2
OG0035073	1	1	0	2
OG0035074	1	0	1	2
OG0035075	1	1	0	2
OG0035076	1	1	0	2
OG0035077	1	1	0	2
OG0035078	1	0	1	2
OG0035079	1	0	1	2
OG0035080	1	1	0	2
OG0035081	1	0	1	2
OG0035082	1	0	1	2
OG0035083	1	1	0	2
OG0035084	1	0	1	2
OG0035085	1	0	1	2
OG0035086	1	0	1	2
OG0035087	1	0	1	2
OG0035088	1	0	1	2
OG0035089	1	0	1	2
OG0035090	1	0	1	2
OG0035091	1	1	0	2
OG0035092	1	0	1	2
OG0035093	1	0	1	2
OG0035094	1	0	1	2
OG0035095	1	0	1	2
OG0035096	1	1	0	2
OG0035097	1	0	1	2
OG0035098	1	1	0	2
OG0035099	1	1	0	2
OG0035100	1	0	1	2
OG0035101	1	1	0	2
OG0035102	1	0	1	2
OG0035103	1	0	1	2
OG0035104	1	0	1	2
OG0035105	1	0	1	2
OG0035106	1	1	0	2
OG0035107	1	1	0	2
OG0035108	1	1	0	2
OG0035109	1	0	1	2
OG0035110	1	1	0	2
OG0035111	1	1	0	2
OG0035112	1	0	1	2
OG0035113	1	0	1	2
OG0035114	1	0	1	2
OG0035115	1	1	0	2
OG0035116	1	0	1	2
OG0035117	1	0	1	2
OG0035118	1	0	1	2
OG0035119	1	0	1	2
OG0035120	1	0	1	2
OG0035121	1	1	0	2
OG0035122	1	0	1	2
OG0035123	1	1	0	2
OG0035124	1	1	0	2
OG0035125	1	1	0	2
OG0035126	1	1	0	2
OG0035127	1	0	1	2
OG0035128	1	0	1	2
OG0035129	1	0	1	2
OG0035130	1	1	0	2
OG0035131	1	0	1	2
OG0035132	1	1	0	2
OG0035133	1	1	0	2
OG0035134	1	0	1	2
OG0035135	1	0	1	2
OG0035136	1	1	0	2
OG0035137	1	0	1	2
OG0035138	1	0	1	2
OG0035139	1	0	1	2
OG0035140	1	1	0	2
OG0035141	1	0	1	2
OG0035142	1	1	0	2
OG0035143	1	1	0	2
OG0035144	1	0	1	2
OG0035145	1	0	1	2
OG0035146	1	0	1	2
OG0035147	1	0	1	2
OG0035148	1	1	0	2
OG0035149	1	0	1	2
OG0035150	1	0	1	2
OG0035151	1	0	1	2
OG0035152	1	0	1	2
OG0035153	1	1	0	2
OG0035154	1	1	0	2
OG0035155	1	0	1	2
OG0035156	1	0	1	2
OG0035157	1	1	0	2
OG0035158	1	0	1	2
OG0035159	1	1	0	2
OG0035160	1	0	1	2
OG0035161	1	1	0	2
OG0035162	1	1	0	2
OG0035163	1	1	0	2
OG0035164	1	1	0	2
OG0035165	1	0	1	2
OG0035166	1	1	0	2
OG0035167	1	0	1	2
OG0035168	1	1	0	2
OG0035169	1	1	0	2
OG0035170	1	1	0	2
OG0035171	1	1	0	2
OG0035172	1	0	1	2
OG0035173	1	0	1	2
OG0035174	1	1	0	2
OG0035175	1	1	0	2
OG0035176	1	0	1	2
OG0035177	1	0	1	2
OG0035178	1	0	1	2
OG0035179	1	1	0	2
OG0035180	1	1	0	2
OG0035181	1	0	1	2
OG0035182	1	0	1	2
OG0035183	1	0	1	2
OG0035184	1	0	1	2
OG0035185	1	0	1	2
OG0035186	1	1	0	2
OG0035187	1	0	1	2
OG0035188	1	0	1	2
OG0035189	1	0	1	2
OG0035190	1	0	1	2
OG0035191	1	0	1	2
OG0035192	1	0	1	2
OG0035193	1	1	0	2
OG0035194	1	1	0	2
OG0035195	1	1	0	2
OG0035196	1	0	1	2
OG0035197	1	0	1	2
OG0035198	1	0	1	2
OG0035199	1	0	1	2
OG0035200	1	1	0	2
OG0035201	1	1	0	2
OG0035202	1	0	1	2
OG0035203	1	0	1	2
OG0035204	1	0	1	2
OG0035205	1	0	1	2
OG0035206	1	1	0	2
OG0035207	1	0	1	2
OG0035208	1	0	1	2
OG0035209	1	0	1	2
OG0035210	1	0	1	2
OG0035211	1	1	0	2
OG0035212	1	0	1	2
OG0035213	1	0	1	2
OG0035214	1	1	0	2
OG0035215	1	0	1	2
OG0035216	1	0	1	2
OG0035217	1	1	0	2
OG0035218	1	1	0	2
OG0035219	1	0	1	2
OG0035220	1	0	1	2
OG0035221	1	1	0	2
OG0035222	1	1	0	2
OG0035223	1	1	0	2
OG0035224	1	1	0	2
OG0035225	1	0	1	2
OG0035226	1	1	0	2
OG0035227	1	0	1	2
OG0035228	1	1	0	2
OG0035229	1	0	1	2
OG0035230	1	1	0	2
OG0035231	1	0	1	2
OG0035232	1	1	0	2
OG0035233	1	1	0	2
OG0035234	1	0	1	2
OG0035235	1	1	0	2
OG0035236	1	1	0	2
OG0035237	1	0	1	2
OG0035238	1	1	0	2
OG0035239	1	0	1	2
OG0035240	1	0	1	2
OG0035241	1	0	1	2
OG0035242	1	1	0	2
OG0035243	1	0	1	2
OG0035244	1	0	1	2
OG0035245	1	1	0	2
OG0035246	1	0	1	2
OG0035247	1	0	1	2
OG0035248	1	0	1	2
OG0035249	1	0	1	2
OG0035250	1	1	0	2
OG0035251	1	1	0	2
OG0035252	1	0	1	2
OG0035253	1	1	0	2
OG0035254	1	0	1	2
OG0035255	1	0	1	2
OG0035256	1	0	1	2
OG0035257	1	0	1	2
OG0035258	1	1	0	2
OG0035259	1	0	1	2
OG0035260	1	1	0	2
OG0035261	1	0	1	2
OG0035262	1	1	0	2
OG0035263	1	0	1	2
OG0035264	1	0	1	2
OG0035265	1	0	1	2
OG0035266	1	0	1	2
OG0035267	1	0	1	2
OG0035268	1	0	1	2
OG0035269	1	1	0	2
OG0035270	1	0	1	2
OG0035271	1	1	0	2
OG0035272	1	0	1	2
OG0035273	1	0	1	2
OG0035274	1	1	0	2
OG0035275	1	1	0	2
OG0035276	1	1	0	2
OG0035277	1	0	1	2
OG0035278	1	0	1	2
OG0035279	1	1	0	2
OG0035280	1	0	1	2
OG0035281	1	1	0	2
OG0035282	1	0	1	2
OG0035283	1	0	1	2
OG0035284	1	1	0	2
OG0035285	1	1	0	2
OG0035286	1	0	1	2
OG0035287	1	0	1	2
OG0035288	1	0	1	2
OG0035289	1	1	0	2
OG0035290	1	1	0	2
OG0035291	1	1	0	2
OG0035292	1	1	0	2
OG0035293	1	0	1	2
OG0035294	1	0	1	2
OG0035295	1	1	0	2
OG0035296	1	1	0	2
OG0035297	1	1	0	2
OG0035298	1	1	0	2
OG0035299	1	1	0	2
OG0035300	1	0	1	2
OG0035301	1	1	0	2
OG0035302	1	0	1	2
OG0035303	1	0	1	2
OG0035304	1	0	1	2
OG0035305	1	1	0	2
OG0035306	1	0	1	2
OG0035307	1	1	0	2
OG0035308	1	0	1	2
OG0035309	1	0	1	2
OG0035310	1	0	1	2
OG0035311	1	1	0	2
OG0035312	1	0	1	2
OG0035313	1	0	1	2
OG0035314	1	0	1	2
OG0035315	1	1	0	2
OG0035316	1	0	1	2
OG0035317	1	0	1	2
OG0035318	1	1	0	2
OG0035319	1	0	1	2
OG0035320	1	1	0	2
OG0035321	1	0	1	2
OG0035322	1	1	0	2
OG0035323	1	0	1	2
OG0035324	1	0	1	2
OG0035325	1	0	1	2
OG0035326	1	0	1	2
OG0035327	1	0	1	2
OG0035328	1	0	1	2
OG0035329	1	0	1	2
OG0035330	1	1	0	2
OG0035331	1	0	1	2
OG0035332	1	1	0	2
OG0035333	1	1	0	2
OG0035334	1	0	1	2
OG0035335	1	0	1	2
OG0035336	1	0	1	2
OG0035337	1	1	0	2
OG0035338	1	1	0	2
OG0035339	1	0	1	2
OG0035340	1	1	0	2
OG0035341	1	0	1	2
OG0035342	1	1	0	2
OG0035343	1	1	0	2
OG0035344	1	1	0	2
OG0035345	1	0	1	2
OG0035346	1	0	1	2
OG0035347	1	0	1	2
OG0035348	1	1	0	2
OG0035349	1	1	0	2
OG0035350	1	0	1	2
OG0035351	1	1	0	2
OG0035352	1	0	1	2
OG0035353	1	0	1	2
OG0035354	1	0	1	2
OG0035355	1	0	1	2
OG0035356	1	1	0	2
OG0035357	1	1	0	2
OG0035358	1	0	1	2
OG0035359	1	1	0	2
OG0035360	1	1	0	2
OG0035361	1	1	0	2
OG0035362	1	0	1	2
OG0035363	1	0	1	2
OG0035364	1	0	1	2
OG0035365	1	1	0	2
OG0035366	1	1	0	2
OG0035367	1	1	0	2
OG0035368	1	0	1	2
OG0035369	1	0	1	2
OG0035370	1	0	1	2
OG0035371	1	1	0	2
OG0035372	1	1	0	2
OG0035373	1	1	0	2
OG0035374	1	0	1	2
OG0035375	1	0	1	2
OG0035376	1	0	1	2
OG0035377	1	0	1	2
OG0035378	1	1	0	2
OG0035379	1	0	1	2
OG0035380	1	0	1	2
OG0035381	1	0	1	2
OG0035382	1	1	0	2
OG0035383	1	0	1	2
OG0035384	1	0	1	2
OG0035385	1	1	0	2
OG0035386	1	1	0	2
OG0035387	1	0	1	2
OG0035388	1	0	1	2
OG0035389	1	0	1	2
OG0035390	1	0	1	2
OG0035391	1	0	1	2
OG0035392	1	0	1	2
OG0035393	1	0	1	2
OG0035394	1	0	1	2
OG0035395	1	0	1	2
OG0035396	1	0	1	2
OG0035397	1	0	1	2
OG0035398	1	0	1	2
OG0035399	1	0	1	2
OG0035400	1	0	1	2
OG0035401	1	1	0	2
OG0035402	1	1	0	2
OG0035403	1	1	0	2
OG0035404	1	0	1	2
OG0035405	1	0	1	2
OG0035406	1	0	1	2
OG0035407	1	0	1	2
OG0035408	1	0	1	2
OG0035409	1	0	1	2
OG0035410	1	1	0	2
OG0035411	1	0	1	2
OG0035412	1	0	1	2
OG0035413	1	1	0	2
OG0035414	1	0	1	2
OG0035415	1	0	1	2
OG0035416	1	1	0	2
OG0035417	1	0	1	2
OG0035418	1	1	0	2
OG0035419	1	0	1	2
OG0035420	1	0	1	2
OG0035421	1	0	1	2
OG0035422	1	1	0	2
OG0035423	1	1	0	2
OG0035424	1	1	0	2
OG0035425	1	1	0	2
OG0035426	1	1	0	2
OG0035427	1	0	1	2
OG0035428	1	1	0	2
OG0035429	1	1	0	2
OG0035430	1	1	0	2
OG0035431	1	0	1	2
OG0035432	1	0	1	2
OG0035433	1	1	0	2
OG0035434	1	0	1	2
OG0035435	1	0	1	2
OG0035436	1	0	1	2
OG0035437	1	1	0	2
OG0035438	1	1	0	2
OG0035439	1	1	0	2
OG0035440	1	0	1	2
OG0035441	1	0	1	2
OG0035442	1	1	0	2
OG0035443	1	1	0	2
OG0035444	1	1	0	2
OG0035445	1	0	1	2
OG0035446	1	1	0	2
OG0035447	1	0	1	2
OG0035448	1	1	0	2
OG0035449	1	0	1	2
OG0035450	1	0	1	2
OG0035451	1	0	1	2
OG0035452	1	0	1	2
OG0035453	1	1	0	2
OG0035454	1	1	0	2
OG0035455	1	0	1	2
OG0035456	1	0	1	2
OG0035457	1	1	0	2
OG0035458	1	1	0	2
OG0035459	1	0	1	2
OG0035460	1	0	1	2
OG0035461	1	0	1	2
OG0035462	1	1	0	2
OG0035463	1	0	1	2
OG0035464	1	0	1	2
OG0035465	1	0	1	2
OG0035466	1	0	1	2
OG0035467	1	0	1	2
OG0035468	1	1	0	2
OG0035469	1	0	1	2
OG0035470	1	0	1	2
OG0035471	1	0	1	2
OG0035472	1	0	1	2
OG0035473	1	1	0	2
OG0035474	1	1	0	2
OG0035475	1	0	1	2
OG0035476	1	0	1	2
OG0035477	1	0	1	2
OG0035478	1	0	1	2
OG0035479	1	1	0	2
OG0035480	1	1	0	2
OG0035481	1	0	1	2
OG0035482	1	1	0	2
OG0035483	1	0	1	2
OG0035484	1	1	0	2
OG0035485	1	1	0	2
OG0035486	1	1	0	2
OG0035487	1	0	1	2
OG0035488	1	0	1	2
OG0035489	1	0	1	2
OG0035490	1	0	1	2
OG0035491	1	0	1	2
OG0035492	1	0	1	2
OG0035493	1	1	0	2
OG0035494	1	1	0	2
OG0035495	1	0	1	2
OG0035496	1	1	0	2
OG0035497	1	0	1	2
OG0035498	1	1	0	2
OG0035499	1	1	0	2
OG0035500	1	0	1	2
OG0035501	1	0	1	2
OG0035502	1	1	0	2
OG0035503	1	0	1	2
OG0035504	1	1	0	2
OG0035505	1	1	0	2
OG0035506	1	0	1	2
OG0035507	1	1	0	2
OG0035508	1	0	1	2
OG0035509	1	1	0	2
OG0035510	1	0	1	2
OG0035511	1	1	0	2
OG0035512	1	1	0	2
OG0035513	1	1	0	2
OG0035514	1	0	1	2
OG0035515	1	0	1	2
OG0035516	1	1	0	2
OG0035517	1	1	0	2
OG0035518	1	1	0	2
OG0035519	1	1	0	2
OG0035520	1	0	1	2
OG0035521	1	1	0	2
OG0035522	1	0	1	2
OG0035523	1	1	0	2
OG0035524	1	0	1	2
OG0035525	1	0	1	2
OG0035526	1	1	0	2
OG0035527	1	1	0	2
OG0035528	1	0	1	2
OG0035529	1	1	0	2
OG0035530	1	0	1	2
OG0035531	1	0	1	2
OG0035532	1	1	0	2
OG0035533	1	0	1	2
OG0035534	1	0	1	2
OG0035535	1	0	1	2
OG0035536	1	0	1	2
OG0035537	1	1	0	2
OG0035538	1	0	1	2
OG0035539	1	0	1	2
OG0035540	1	0	1	2
OG0035541	1	1	0	2
OG0035542	1	0	1	2
OG0035543	1	1	0	2
