	HAU.prot	JGIv1.prot	JGIv2.prot
OG0082452		Gohir.A05G236700.1	
OG0082453		Gohir.A05G233200.2	
OG0082454		Gohir.A05G047500.1	
OG0082455		Gohir.A05G309800.2	
OG0082456		Gohir.A05G072200.2	
OG0082457		Gohir.A05G202500.1	
OG0082458		Gohir.A05G182900.1	
OG0082459		Gohir.A05G024500.1	
OG0082460		Gohir.A05G326600.1	
OG0082461		Gohir.A05G087100.1	
OG0082462		Gohir.A05G216500.1	
OG0082463		Gohir.A05G397000.1	
OG0082464		Gohir.A05G384800.1	
OG0082465		Gohir.A05G085400.1	
OG0082466		Gohir.A05G376000.1	
OG0082467		Gohir.A05G253800.1	
OG0082468		Gohir.A05G215400.4	
OG0082469		Gohir.A05G215400.3	
OG0082470		Gohir.A05G215400.2	
OG0082471		Gohir.A05G121100.1	
OG0082472		Gohir.A05G122100.2	
OG0082473		Gohir.A05G359900.1	
OG0082474		Gohir.A05G025100.3	
OG0082475		Gohir.A05G028100.1	
OG0082476		Gohir.A05G356500.2	
OG0082477		Gohir.A05G100600.3	
OG0082478		Gohir.A05G253700.1	
OG0082479		Gohir.A05G381300.2	
OG0082480		Gohir.A05G280000.1	
OG0082481		Gohir.A05G280000.2	
OG0082482		Gohir.A05G400500.3	
OG0082483		Gohir.A05G144800.2	
OG0082484		Gohir.A05G228200.1	
OG0082485		Gohir.A05G271000.1	
OG0082486		Gohir.A05G271000.3	
OG0082487		Gohir.A05G271000.2	
OG0082488		Gohir.A05G235700.1	
OG0082489		Gohir.A05G235700.2	
OG0082490		Gohir.A05G285500.2	
OG0082491		Gohir.A05G285500.3	
OG0082492		Gohir.A05G266500.1	
OG0082493		Gohir.A05G281600.1	
OG0082494		Gohir.A05G202300.1	
OG0082495		Gohir.A05G331600.1	
OG0082496		Gohir.A05G196100.1	
OG0082497		Gohir.A05G239500.1	
OG0082498		Gohir.A05G140700.4	
OG0082499		Gohir.A05G348100.1	
OG0082500		Gohir.A05G400300.1	
OG0082501		Gohir.A05G400300.2	
OG0082502		Gohir.A05G385000.1	
OG0082503		Gohir.A05G360600.1	
OG0082504		Gohir.A05G137200.1	
OG0082505		Gohir.A05G351100.1	
OG0082506		Gohir.A05G064000.1	
OG0082507		Gohir.A05G224500.1	
OG0082508		Gohir.A05G338000.1	
OG0082509		Gohir.A05G010000.1	
OG0082510		Gohir.A05G200200.6	
OG0082511		Gohir.A05G200200.7	
OG0082512		Gohir.A05G380100.1	
OG0082513		Gohir.A05G240500.1	
OG0082514		Gohir.A05G370000.1	
OG0082515		Gohir.A05G206900.1	
OG0082516		Gohir.A05G176500.1	
OG0082517		Gohir.A05G397200.1	
OG0082518		Gohir.A05G074200.1	
OG0082519		Gohir.A05G405100.1	
OG0082520		Gohir.A05G310100.1	
OG0082521		Gohir.A05G102700.1	
OG0082522		Gohir.A05G046500.3	
OG0082523		Gohir.A05G046500.2	
OG0082524		Gohir.A05G359600.1	
OG0082525		Gohir.A05G307900.1	
OG0082526		Gohir.A05G112900.1	
OG0082527		Gohir.A05G350100.1	
OG0082528		Gohir.A05G350100.2	
OG0082529		Gohir.A05G284800.1	
OG0082530		Gohir.A05G389300.1	
OG0082531		Gohir.A05G353700.3	
OG0082532		Gohir.A05G043900.1	
OG0082533		Gohir.A05G146000.1	
OG0082534		Gohir.A05G243600.1	
OG0082535		Gohir.A05G169700.1	
OG0082536		Gohir.A05G169700.2	
OG0082537		Gohir.A05G223900.1	
OG0082538		Gohir.A05G344400.3	
OG0082539		Gohir.A05G191200.1	
OG0082540		Gohir.A05G081000.1	
OG0082541		Gohir.A05G081000.2	
OG0082542		Gohir.A05G229500.1	
OG0082543		Gohir.A05G225800.2	
OG0082544		Gohir.A05G130600.1	
OG0082545		Gohir.A05G130600.2	
OG0082546		Gohir.A05G325500.1	
OG0082547		Gohir.A05G363600.1	
OG0082548		Gohir.A05G168800.1	
OG0082549		Gohir.A05G379900.2	
OG0082550		Gohir.A05G065900.1	
OG0082551		Gohir.A05G065900.2	
OG0082552		Gohir.A05G063200.5	
OG0082553		Gohir.A05G264800.1	
OG0082554		Gohir.A05G228100.1	
OG0082555		Gohir.A05G002700.1	
OG0082556		Gohir.A05G275000.1	
OG0082557		Gohir.A05G158200.1	
OG0082558		Gohir.A05G150300.1	
OG0082559		Gohir.A05G240300.1	
OG0082560		Gohir.A05G243300.1	
OG0082561		Gohir.A05G323900.1	
OG0082562		Gohir.A05G176300.1	
OG0082563		Gohir.A05G138000.2	
OG0082564		Gohir.A05G009800.2	
OG0082565		Gohir.A05G009800.3	
OG0082566		Gohir.A05G361600.1	
OG0082567		Gohir.A05G181500.3	
OG0082568		Gohir.A05G017800.3	
OG0082569		Gohir.A05G324400.1	
OG0082570		Gohir.A05G130900.1	
OG0082571		Gohir.A05G086200.1	
OG0082572		Gohir.A05G168900.2	
OG0082573		Gohir.A05G137100.1	
OG0082574		Gohir.A05G137100.2	
OG0082575		Gohir.A05G353300.3	
OG0082576		Gohir.A05G353300.2	
OG0082577		Gohir.A05G335600.1	
OG0082578		Gohir.A05G252400.2	
OG0082579		Gohir.A05G238600.1	
OG0082580		Gohir.A05G370500.1	
OG0082581		Gohir.A05G191000.1	
OG0082582		Gohir.A05G122200.2	
OG0082583		Gohir.A05G322600.1	
OG0082584		Gohir.A05G322600.2	
OG0082585		Gohir.A05G179100.1	
OG0082586		Gohir.A05G337800.1	
OG0082587		Gohir.A05G004600.1	
OG0082588		Gohir.A05G086100.1	
OG0082589		Gohir.A05G198900.2	
OG0082590		Gohir.A05G374300.1	
OG0082591		Gohir.A05G198300.1	
OG0082592		Gohir.A05G255300.1	
OG0082593		Gohir.A05G245100.1	
OG0082594		Gohir.A05G341800.1	
OG0082595		Gohir.A05G341800.2	
OG0082596		Gohir.A05G356800.1	
OG0082597		Gohir.A05G029100.2	
OG0082598		Gohir.A05G106200.1	
OG0082599		Gohir.A05G284600.1	
OG0082600		Gohir.A05G409800.1	
OG0082601		Gohir.A05G409800.3	
OG0082602		Gohir.A05G409800.2	
OG0082603		Gohir.A05G239300.1	
OG0082604		Gohir.A05G111400.2	
OG0082605		Gohir.A05G248200.1	
OG0082606		Gohir.A05G050800.2	
OG0082607		Gohir.A05G176600.2	
OG0082608		Gohir.A05G238700.1	
OG0082609		Gohir.A05G387800.1	
OG0082610		Gohir.A05G297400.1	
OG0082611		Gohir.A05G225500.1	
OG0082612		Gohir.A05G225500.2	
OG0082613		Gohir.A05G338600.1	
OG0082614		Gohir.A05G301100.1	
OG0082615		Gohir.A05G244700.1	
OG0082616		Gohir.A05G361300.1	
OG0082617		Gohir.A05G022000.1	
OG0082618		Gohir.A05G296100.1	
OG0082619		Gohir.A05G325400.1	
OG0082620		Gohir.A05G031000.2	
OG0082621		Gohir.A05G390600.4	
OG0082622		Gohir.A05G390600.2	
OG0082623		Gohir.A05G085700.1	
OG0082624		Gohir.A05G010100.4	
OG0082625		Gohir.A05G300100.1	
OG0082626		Gohir.A05G336900.1	
OG0082627		Gohir.A05G152800.2	
OG0082628		Gohir.A05G109600.1	
OG0082629		Gohir.A05G118100.1	
OG0082630		Gohir.A05G204700.1	
OG0082631		Gohir.A05G204700.4	
OG0082632		Gohir.A05G134800.1	
OG0082633		Gohir.A05G082200.1	
OG0082634		Gohir.A05G229200.1	
OG0082635		Gohir.A05G229200.2	
OG0082636		Gohir.A05G229200.3	
OG0082637		Gohir.A05G229200.4	
OG0082638		Gohir.A05G229200.5	
OG0082639		Gohir.A05G158100.3	
OG0082640		Gohir.A05G034300.1	
OG0082641		Gohir.A05G244900.1	
OG0082642		Gohir.A05G212700.2	
OG0082643		Gohir.A05G189200.1	
OG0082644		Gohir.A05G329300.1	
OG0082645		Gohir.A05G078100.1	
OG0082646		Gohir.A05G385100.1	
OG0082647		Gohir.A05G087200.2	
OG0082648		Gohir.A05G415800.3	
OG0082649		Gohir.A05G323300.1	
OG0082650		Gohir.A05G394700.1	
OG0082651		Gohir.A05G298600.1	
OG0082652		Gohir.A05G016700.1	
OG0082653		Gohir.A05G016700.2	
OG0082654		Gohir.A05G013200.2	
OG0082655		Gohir.A05G066300.2	
OG0082656		Gohir.A05G053200.1	
OG0082657		Gohir.A05G048000.1	
OG0082658		Gohir.A05G097600.1	
OG0082659		Gohir.A05G309700.1	
OG0082660		Gohir.A05G095100.1	
OG0082661		Gohir.A05G030200.1	
OG0082662		Gohir.A05G349800.1	
OG0082663		Gohir.A05G136400.1	
OG0082664		Gohir.A05G267100.1	
OG0082665		Gohir.A05G075800.1	
OG0082666		Gohir.A05G071700.1	
OG0082667		Gohir.A05G325800.1	
OG0082668		Gohir.A05G410700.1	
OG0082669		Gohir.A05G098900.1	
OG0082670		Gohir.A05G254600.1	
OG0082671		Gohir.A05G242500.1	
OG0082672		Gohir.A05G350600.2	
OG0082673		Gohir.A05G209800.1	
OG0082674		Gohir.A05G209800.2	
OG0082675		Gohir.A05G286600.1	
OG0082676		Gohir.A05G105800.4	
OG0082677		Gohir.A05G375300.1	
OG0082678		Gohir.A05G254000.1	
OG0082679		Gohir.A05G331200.1	
OG0082680		Gohir.A05G149400.1	
OG0082681		Gohir.A05G327600.3	
OG0082682		Gohir.A05G183300.1	
OG0082683		Gohir.A05G183300.2	
OG0082684		Gohir.A05G142700.1	
OG0082685		Gohir.A05G360900.1	
OG0082686		Gohir.A05G341600.1	
OG0082687		Gohir.A05G145900.1	
OG0082688		Gohir.A05G328800.1	
OG0082689		Gohir.A05G145000.1	
OG0082690		Gohir.A05G273100.2	
OG0082691		Gohir.A05G079700.2	
OG0082692		Gohir.1Z091000.1	
OG0082693		Gohir.1Z091600.1	
OG0082694		Gohir.1Z053900.1	
OG0082695		Gohir.1Z022800.1	
OG0082696		Gohir.1Z063000.1	
OG0082697		Gohir.1Z093100.1	
OG0082698		Gohir.1Z015700.2	
OG0082699		Gohir.1Z015600.1	
OG0082700		Gohir.1Z005900.1	
OG0082701		Gohir.1Z044800.1	
OG0082702		Gohir.1Z064100.1	
OG0082703		Gohir.1Z057500.1	
OG0082704		Gohir.1Z079300.1	
OG0082705		Gohir.1Z051900.1	
OG0082706		Gohir.1Z054200.1	
OG0082707		Gohir.1Z032700.1	
OG0082708		Gohir.1Z063400.1	
OG0082709		Gohir.1Z063200.1	
OG0082710		Gohir.1Z063500.1	
OG0082711		Gohir.1Z063300.1	
OG0082712		Gohir.1Z063600.1	
OG0082713		Gohir.D09G225400.1	
OG0082714		Gohir.D09G099300.1	
OG0082715		Gohir.D09G075800.1	
OG0082716		Gohir.D09G078700.1	
OG0082717		Gohir.D09G016600.1	
OG0082718		Gohir.D09G080500.1	
OG0082719		Gohir.D09G046300.1	
OG0082720		Gohir.D09G237000.1	
OG0082721		Gohir.D09G073700.1	
OG0082722		Gohir.D09G082600.1	
OG0082723		Gohir.D09G037100.1	
OG0082724		Gohir.D09G082300.1	
OG0082725		Gohir.D09G138800.3	
OG0082726		Gohir.D09G154500.1	
OG0082727		Gohir.D09G171400.1	
OG0082728		Gohir.D09G246600.1	
OG0082729		Gohir.D09G013700.1	
OG0082730		Gohir.D09G176200.1	
OG0082731		Gohir.D09G012500.1	
OG0082732		Gohir.D09G055900.1	
OG0082733		Gohir.D09G109100.2	
OG0082734		Gohir.D09G176400.1	
OG0082735		Gohir.D09G176400.3	
OG0082736		Gohir.D09G150300.1	
OG0082737		Gohir.D09G057700.1	
OG0082738		Gohir.D09G057700.2	
OG0082739		Gohir.D09G215900.1	
OG0082740		Gohir.D09G025400.1	
OG0082741		Gohir.D09G220300.1	
OG0082742		Gohir.D09G141200.2	
OG0082743		Gohir.D09G169600.1	
OG0082744		Gohir.D09G247200.1	
OG0082745		Gohir.D09G120000.1	
OG0082746		Gohir.D09G164800.2	
OG0082747		Gohir.D09G021800.1	
OG0082748		Gohir.D09G048400.1	
OG0082749		Gohir.D09G217900.1	
OG0082750		Gohir.D09G238100.1	
OG0082751		Gohir.D09G008600.1	
OG0082752		Gohir.D09G022800.1	
OG0082753		Gohir.D09G038500.1	
OG0082754		Gohir.D09G130000.1	
OG0082755		Gohir.D09G096400.1	
OG0082756		Gohir.D09G076800.1	
OG0082757		Gohir.D09G087400.1	
OG0082758		Gohir.D09G087000.1	
OG0082759		Gohir.D09G145600.1	
OG0082760		Gohir.D09G159700.1	
OG0082761		Gohir.D09G029100.1	
OG0082762		Gohir.D09G114600.1	
OG0082763		Gohir.D09G039200.1	
OG0082764		Gohir.D09G101000.1	
OG0082765		Gohir.D09G137500.2	
OG0082766		Gohir.D09G220700.1	
OG0082767		Gohir.D09G229600.2	
OG0082768		Gohir.D09G114900.1	
OG0082769		Gohir.D09G114900.2	
OG0082770		Gohir.D09G114900.3	
OG0082771		Gohir.D09G027400.1	
OG0082772		Gohir.D09G099700.2	
OG0082773		Gohir.D09G248500.2	
OG0082774		Gohir.D09G110800.2	
OG0082775		Gohir.D09G074500.1	
OG0082776		Gohir.D09G078300.1	
OG0082777		Gohir.D09G043900.1	
OG0082778		Gohir.D09G038000.1	
OG0082779		Gohir.D09G234600.2	
OG0082780		Gohir.D09G207400.1	
OG0082781		Gohir.D09G011700.1	
OG0082782		Gohir.D09G052800.1	
OG0082783		Gohir.D09G052800.4	
OG0082784		Gohir.D09G052800.2	
OG0082785		Gohir.D09G052800.3	
OG0082786		Gohir.D09G052800.7	
OG0082787		Gohir.D09G052800.5	
OG0082788		Gohir.D09G052800.6	
OG0082789		Gohir.D09G178400.1	
OG0082790		Gohir.D09G025900.1	
OG0082791		Gohir.D09G173100.1	
OG0082792		Gohir.D09G093800.1	
OG0082793		Gohir.D09G227600.1	
OG0082794		Gohir.D09G016700.1	
OG0082795		Gohir.D09G213500.1	
OG0082796		Gohir.D09G104400.1	
OG0082797		Gohir.D09G196300.2	
OG0082798		Gohir.D09G167300.1	
OG0082799		Gohir.D09G166500.5	
OG0082800		Gohir.D09G199600.2	
OG0082801		Gohir.D09G199600.3	
OG0082802		Gohir.D09G008000.3	
OG0082803		Gohir.D09G009700.1	
OG0082804		Gohir.D09G082500.2	
OG0082805		Gohir.D09G119100.1	
OG0082806		Gohir.D09G115000.2	
OG0082807		Gohir.D09G239700.1	
OG0082808		Gohir.D09G239700.2	
OG0082809		Gohir.D09G114800.1	
OG0082810		Gohir.D09G143400.1	
OG0082811		Gohir.D09G093200.1	
OG0082812		Gohir.D09G047400.1	
OG0082813		Gohir.D09G091200.1	
OG0082814		Gohir.D09G082400.2	
OG0082815		Gohir.D09G201900.1	
OG0082816		Gohir.D09G042400.2	
OG0082817		Gohir.D09G095700.1	
OG0082818		Gohir.D09G012400.1	
OG0082819		Gohir.D09G138700.1	
OG0082820		Gohir.D09G031100.1	
OG0082821		Gohir.D09G077000.1	
OG0082822		Gohir.D09G127000.1	
OG0082823		Gohir.D09G183700.1	
OG0082824		Gohir.D09G168900.1	
OG0082825		Gohir.D09G078600.1	
OG0082826		Gohir.D09G050000.1	
OG0082827		Gohir.D09G126200.1	
OG0082828		Gohir.D09G194300.1	
OG0082829		Gohir.D09G097300.1	
OG0082830		Gohir.D09G133500.2	
OG0082831		Gohir.D09G133500.3	
OG0082832		Gohir.D09G079800.1	
OG0082833		Gohir.D09G152100.2	
OG0082834		Gohir.D09G229400.1	
OG0082835		Gohir.D09G060900.1	
OG0082836		Gohir.D09G197500.1	
OG0082837		Gohir.D09G108700.1	
OG0082838		Gohir.D09G108700.2	
OG0082839		Gohir.D09G201700.1	
OG0082840		Gohir.D09G003700.2	
OG0082841		Gohir.D09G089900.3	
OG0082842		Gohir.D09G201800.1	
OG0082843		Gohir.D09G227000.1	
OG0082844		Gohir.D09G250300.1	
OG0082845		Gohir.D09G060700.2	
OG0082846		Gohir.D09G031800.1	
OG0082847		Gohir.D09G237600.1	
OG0082848		Gohir.D09G098900.1	
OG0082849		Gohir.D09G041400.2	
OG0082850		Gohir.D09G177000.1	
OG0082851		Gohir.D09G143900.2	
OG0082852		Gohir.D09G041800.1	
OG0082853		Gohir.D09G149500.1	
OG0082854		Gohir.D09G107000.1	
OG0082855		Gohir.D09G126100.1	
OG0082856		Gohir.D09G244900.1	
OG0082857		Gohir.D09G244900.2	
OG0082858		Gohir.D09G244900.4	
OG0082859		Gohir.D09G244900.3	
OG0082860		Gohir.D09G228200.1	
OG0082861		Gohir.D09G228200.2	
OG0082862		Gohir.D09G197300.1	
OG0082863		Gohir.D09G112600.1	
OG0082864		Gohir.D09G047000.1	
OG0082865		Gohir.D09G195300.1	
OG0082866		Gohir.D09G156000.1	
OG0082867		Gohir.D09G150700.1	
OG0082868		Gohir.D09G150700.2	
OG0082869		Gohir.D09G150700.4	
OG0082870		Gohir.D09G150700.3	
OG0082871		Gohir.D09G010900.2	
OG0082872		Gohir.D09G205400.1	
OG0082873		Gohir.D09G000100.1	
OG0082874		Gohir.D09G008800.1	
OG0082875		Gohir.D09G065000.1	
OG0082876		Gohir.D09G075200.1	
OG0082877		Gohir.D09G061600.1	
OG0082878		Gohir.D09G104500.1	
OG0082879		Gohir.D09G147300.1	
OG0082880		Gohir.D09G203600.1	
OG0082881		Gohir.D09G205200.1	
OG0082882		Gohir.D09G074000.1	
OG0082883		Gohir.D09G011000.1	
OG0082884		Gohir.D09G221200.1	
OG0082885		Gohir.D09G060300.1	
OG0082886		Gohir.D09G024200.2	
OG0082887		Gohir.D09G010200.2	
OG0082888		Gohir.D09G081000.1	
OG0082889		Gohir.D09G091000.6	
OG0082890		Gohir.D09G091000.2	
OG0082891		Gohir.D09G245600.3	
OG0082892		Gohir.D09G239400.2	
OG0082893		Gohir.D09G189000.2	
OG0082894		Gohir.D09G034400.3	
OG0082895		Gohir.D09G112500.1	
OG0082896		Gohir.D09G130500.1	
OG0082897		Gohir.D09G135400.4	
OG0082898		Gohir.D09G084100.1	
OG0082899		Gohir.D09G035500.1	
OG0082900		Gohir.D09G012800.1	
OG0082901		Gohir.D09G067500.1	
OG0082902		Gohir.D09G189900.2	
OG0082903		Gohir.D09G129400.1	
OG0082904		Gohir.D09G129400.2	
OG0082905		Gohir.D09G143500.1	
OG0082906		Gohir.D09G143500.2	
OG0082907		Gohir.D09G066000.1	
OG0082908		Gohir.D09G025600.1	
OG0082909		Gohir.D09G236500.1	
OG0082910		Gohir.D09G088500.1	
OG0082911		Gohir.D09G154200.1	
OG0082912		Gohir.D09G236700.1	
OG0082913		Gohir.D09G007100.2	
OG0082914		Gohir.D09G192900.2	
OG0082915		Gohir.D09G068200.1	
OG0082916		Gohir.D09G066300.1	
OG0082917		Gohir.D09G066300.2	
OG0082918		Gohir.D09G197400.1	
OG0082919		Gohir.D09G053200.1	
OG0082920		Gohir.D09G153400.1	
OG0082921		Gohir.D09G088100.1	
OG0082922		Gohir.D09G089100.1	
OG0082923		Gohir.D09G065600.1	
OG0082924		Gohir.D09G153800.1	
OG0082925		Gohir.D09G156200.1	
OG0082926		Gohir.D09G122900.1	
OG0082927		Gohir.D09G171500.1	
OG0082928		Gohir.D09G250200.1	
OG0082929		Gohir.D09G211500.1	
OG0082930		Gohir.D09G221800.3	
OG0082931		Gohir.D09G181000.2	
OG0082932		Gohir.D09G026300.1	
OG0082933		Gohir.D09G247600.1	
OG0082934		Gohir.D09G085100.1	
OG0082935		Gohir.D09G000300.1	
OG0082936		Gohir.D09G000300.2	
OG0082937		Gohir.D09G132500.1	
OG0082938		Gohir.D09G037800.1	
OG0082939		Gohir.D09G037800.2	
OG0082940		Gohir.D09G140700.2	
OG0082941		Gohir.D09G069300.2	
OG0082942		Gohir.D09G125900.1	
OG0082943		Gohir.D09G117800.1	
OG0082944		Gohir.D09G067000.1	
OG0082945		Gohir.D09G138100.1	
OG0082946		Gohir.D09G215300.2	
OG0082947		Gohir.D09G012600.7	
OG0082948		Gohir.D09G012600.2	
OG0082949		Gohir.D09G012600.3	
OG0082950		Gohir.D09G012600.6	
OG0082951		Gohir.D09G238500.1	
OG0082952		Gohir.D09G138500.2	
OG0082953		Gohir.D09G138500.3	
OG0082954		Gohir.D09G042200.1	
OG0082955		Gohir.D09G223900.1	
OG0082956		Gohir.D09G006800.1	
OG0082957		Gohir.D09G006800.2	
OG0082958		Gohir.D09G054500.2	
OG0082959		Gohir.D09G159100.1	
OG0082960		Gohir.D09G188100.4	
OG0082961		Gohir.D09G010400.3	
OG0082962		Gohir.D09G235300.1	
OG0082963		Gohir.D09G167900.1	
OG0082964		Gohir.D09G126500.2	
OG0082965		Gohir.D09G126400.1	
OG0082966		Gohir.D09G112400.1	
OG0082967		Gohir.D09G140200.1	
OG0082968		Gohir.D09G167200.1	
OG0082969		Gohir.D09G167200.3	
OG0082970		Gohir.D09G167200.2	
OG0082971		Gohir.D09G113500.1	
OG0082972		Gohir.D09G112700.1	
OG0082973		Gohir.D09G190300.5	
OG0082974		Gohir.D09G190300.3	
OG0082975		Gohir.D09G190300.6	
OG0082976		Gohir.D09G190300.4	
OG0082977		Gohir.D09G130700.1	
OG0082978		Gohir.D09G162600.1	
OG0082979		Gohir.D09G054800.1	
OG0082980		Gohir.D09G065900.1	
OG0082981		Gohir.D09G051500.1	
OG0082982		Gohir.D09G086900.1	
OG0082983		Gohir.D09G109900.1	
OG0082984		Gohir.D09G000700.2	
OG0082985		Gohir.D09G051400.1	
OG0082986		Gohir.D09G124600.2	
OG0082987		Gohir.D09G077600.1	
OG0082988		Gohir.D09G107100.1	
OG0082989		Gohir.D09G020800.2	
OG0082990		Gohir.D09G039500.1	
OG0082991		Gohir.D09G052200.1	
OG0082992		Gohir.D09G052200.2	
OG0082993		Gohir.D09G052200.5	
OG0082994		Gohir.D09G052200.3	
OG0082995		Gohir.D09G052200.6	
OG0082996		Gohir.D09G052200.4	
OG0082997		Gohir.D09G089000.1	
OG0082998		Gohir.D09G141100.1	
OG0082999		Gohir.D09G246700.2	
OG0083000		Gohir.D09G098600.1	
OG0083001		Gohir.D09G115400.1	
OG0083002		Gohir.D09G050400.1	
OG0083003		Gohir.D09G000200.1	
OG0083004		Gohir.D09G079600.1	
OG0083005		Gohir.D09G036400.1	
OG0083006		Gohir.D09G049000.2	
OG0083007		Gohir.D09G001100.1	
OG0083008		Gohir.D09G154300.1	
OG0083009		Gohir.D09G130200.1	
OG0083010		Gohir.D09G208800.1	
OG0083011		Gohir.D09G109700.1	
OG0083012		Gohir.D09G103600.1	
OG0083013		Gohir.D09G099800.2	
OG0083014		Gohir.D09G037000.2	
OG0083015		Gohir.D09G045500.1	
OG0083016		Gohir.D09G164000.1	
OG0083017		Gohir.D09G057100.1	
OG0083018		Gohir.D09G009900.1	
OG0083019		Gohir.D09G104700.2	
OG0083020		Gohir.D09G043200.1	
OG0083021		Gohir.D09G136500.2	
OG0083022		Gohir.D09G066200.1	
OG0083023		Gohir.D09G028700.1	
OG0083024		Gohir.D09G225600.1	
OG0083025		Gohir.D09G043600.1	
OG0083026		Gohir.D09G043600.2	
OG0083027		Gohir.D09G046000.3	
OG0083028		Gohir.D09G046000.4	
OG0083029		Gohir.D09G046000.5	
OG0083030		Gohir.D09G084300.1	
OG0083031		Gohir.D09G133700.1	
OG0083032		Gohir.D09G206200.2	
OG0083033		Gohir.D09G111200.1	
OG0083034		Gohir.D09G086400.1	
OG0083035		Gohir.D09G146200.3	
OG0083036		Gohir.D09G009400.2	
OG0083037		Gohir.D09G009400.3	
OG0083038		Gohir.D09G104600.1	
OG0083039		Gohir.D09G047600.1	
OG0083040		Gohir.D09G247900.1	
OG0083041		Gohir.D09G006500.1	
OG0083042		Gohir.D09G149600.1	
OG0083043		Gohir.D09G030300.1	
OG0083044		Gohir.D09G053000.1	
OG0083045		Gohir.D09G108300.2	
OG0083046		Gohir.D09G159200.1	
OG0083047		Gohir.D09G098700.1	
OG0083048		Gohir.D09G079500.1	
OG0083049		Gohir.D09G149000.2	
OG0083050		Gohir.D09G170900.2	
OG0083051		Gohir.1Z001100.1	
OG0083052		Gohir.1Z023100.1	
OG0083053		Gohir.1Z043600.1	
OG0083054		Gohir.1Z043600.2	
OG0083055		Gohir.1Z000800.1	
OG0083056		Gohir.1Z008000.1	
OG0083057		Gohir.1Z050500.1	
OG0083058		Gohir.1Z050800.1	
OG0083059		Gohir.1Z053200.1	
OG0083060		Gohir.1Z070300.1	
OG0083061		Gohir.1Z060600.1	
OG0083062		Gohir.1Z066500.1	
OG0083063		Gohir.1Z019500.1	
OG0083064		Gohir.1Z019400.1	
OG0083065		Gohir.1Z019400.2	
OG0083066		Gohir.1Z016000.1	
OG0083067		Gohir.1Z062500.1	
OG0083068		Gohir.1Z027300.1	
OG0083069		Gohir.1Z036200.1	
OG0083070		Gohir.1Z007000.1	
OG0083071		Gohir.1Z062800.1	
OG0083072		Gohir.1Z023400.1	
OG0083073		Gohir.1Z066200.1	
OG0083074		Gohir.1Z002300.1	
OG0083075		Gohir.1Z001900.1	
OG0083076		Gohir.1Z002100.1	
OG0083077		Gohir.1Z002000.1	
OG0083078		Gohir.1Z063900.1	
OG0083079		Gohir.1Z071500.1	
OG0083080		Gohir.1Z072200.2	
OG0083081		Gohir.1Z073000.1	
OG0083082		Gohir.1Z039400.1	
OG0083083		Gohir.1Z060000.1	
OG0083084		Gohir.1Z062600.1	
OG0083085		Gohir.1Z062700.1	
OG0083086		Gohir.1Z026200.1	
OG0083087		Gohir.1Z026400.1	
OG0083088		Gohir.1Z044100.1	
OG0083089		Gohir.A06G153800.1	
OG0083090		Gohir.A06G045300.2	
OG0083091		Gohir.A06G151000.1	
OG0083092		Gohir.A06G075000.2	
OG0083093		Gohir.A06G133000.1	
OG0083094		Gohir.A06G085100.1	
OG0083095		Gohir.A06G127800.2	
OG0083096		Gohir.A06G127800.3	
OG0083097		Gohir.A06G205600.1	
OG0083098		Gohir.A06G156800.1	
OG0083099		Gohir.A06G156800.2	
OG0083100		Gohir.A06G156800.3	
OG0083101		Gohir.A06G054100.1	
OG0083102		Gohir.A06G027100.2	
OG0083103		Gohir.A06G028600.1	
OG0083104		Gohir.A06G114100.2	
OG0083105		Gohir.A06G114100.3	
OG0083106		Gohir.A06G080700.1	
OG0083107		Gohir.A06G129100.1	
OG0083108		Gohir.A06G158100.1	
OG0083109		Gohir.A06G146400.1	
OG0083110		Gohir.A06G146400.2	
OG0083111		Gohir.A06G146400.3	
OG0083112		Gohir.A06G069300.1	
OG0083113		Gohir.A06G142900.1	
OG0083114		Gohir.A06G142900.3	
OG0083115		Gohir.A06G142900.2	
OG0083116		Gohir.A06G116000.2	
OG0083117		Gohir.A06G061300.1	
OG0083118		Gohir.A06G108500.2	
OG0083119		Gohir.A06G188600.1	
OG0083120		Gohir.A06G042400.1	
OG0083121		Gohir.A06G212000.1	
OG0083122		Gohir.A06G076600.2	
OG0083123		Gohir.A06G133500.1	
OG0083124		Gohir.A06G199400.1	
OG0083125		Gohir.A06G083800.1	
OG0083126		Gohir.A06G173700.1	
OG0083127		Gohir.A06G173000.1	
OG0083128		Gohir.A06G036200.1	
OG0083129		Gohir.A06G056300.1	
OG0083130		Gohir.A06G147700.2	
OG0083131		Gohir.A06G188000.1	
OG0083132		Gohir.A06G127500.1	
OG0083133		Gohir.A06G127500.2	
OG0083134		Gohir.A06G059200.1	
OG0083135		Gohir.A06G141100.1	
OG0083136		Gohir.A06G079200.1	
OG0083137		Gohir.A06G028200.1	
OG0083138		Gohir.A06G118100.4	
OG0083139		Gohir.A06G051700.1	
OG0083140		Gohir.A06G049300.1	
OG0083141		Gohir.A06G061600.1	
OG0083142		Gohir.A06G160000.2	
OG0083143		Gohir.A06G156000.1	
OG0083144		Gohir.A06G056700.1	
OG0083145		Gohir.A06G091300.1	
OG0083146		Gohir.A06G043400.2	
OG0083147		Gohir.A06G205400.1	
OG0083148		Gohir.A06G136700.1	
OG0083149		Gohir.A06G075900.1	
